CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE
50071313,BASQUIAT'S BOTTLE,BROOKLYN,1198,FULTON ST,11216,4047899758,American,6/15/2019,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,2,A,6/15/2019,6/21/2019,Cycle Inspection / Initial Inspection
50071316,Rincon Melania's,QUEENS,3511,QUEENS BLVD,11101,9177717155,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",6/14/2019,Violations were cited in the following area(s).,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140Âº F to 70Âº F or less within 2 hours, and from 70Âº F to 41Âº F or less within 4 additional hours.",Critical,12,A,6/14/2019,6/21/2019,Cycle Inspection / Re-inspection
50071316,Rincon Melania's,QUEENS,3511,QUEENS BLVD,11101,9177717155,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",6/14/2019,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,12,A,6/14/2019,6/21/2019,Cycle Inspection / Re-inspection
50071317,FOOD SING RESTAURANT,BROOKLYN,172,GRAND ST,11211,7187827596,Chinese,6/11/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,6,A,6/11/2019,6/21/2019,Cycle Inspection / Re-inspection
50071317,FOOD SING RESTAURANT,BROOKLYN,172,GRAND ST,11211,7187827596,Chinese,6/11/2019,Violations were cited in the following area(s).,10I,"Single service item reused, improperly stored, dispensed; not used when required.",Not Critical,6,A,6/11/2019,6/21/2019,Cycle Inspection / Re-inspection
50071345,KICK AXE THROWING,BROOKLYN,622,DEGRAW ST,11217,8335425293,American,6/15/2019,No violations were recorded at the time of this inspection.,,,Not Applicable,0,A,6/15/2019,6/21/2019,Cycle Inspection / Re-inspection
50071408,HEALTHY FRESH INC,BRONX,3432,E TREMONT AVE,10465,7185766973,American,6/13/2019,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,8,A,6/13/2019,6/21/2019,Cycle Inspection / Initial Inspection
50071408,HEALTHY FRESH INC,BRONX,3432,E TREMONT AVE,10465,7185766973,American,6/13/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,8,A,6/13/2019,6/21/2019,Cycle Inspection / Initial Inspection
50071438,PLAYSTATION THEATRE,MANHATTAN,1515,BROADWAY,10036,2129301950,American,6/1/2019,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,13,A,6/1/2019,6/21/2019,Cycle Inspection / Initial Inspection
50071438,PLAYSTATION THEATRE,MANHATTAN,1515,BROADWAY,10036,2129301950,American,6/1/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13,A,6/1/2019,6/21/2019,Cycle Inspection / Initial Inspection
50071464,CORONA DINER,QUEENS,9128,CORONA AVE,11373,7186990866,American,6/5/2019,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,11,A,6/5/2019,6/21/2019,Cycle Inspection / Re-inspection
50071464,CORONA DINER,QUEENS,9128,CORONA AVE,11373,7186990866,American,6/5/2019,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,11,A,6/5/2019,6/21/2019,Cycle Inspection / Re-inspection
50071464,CORONA DINER,QUEENS,9128,CORONA AVE,11373,7186990866,American,6/5/2019,Violations were cited in the following area(s).,10A,"Toilet facility not maintained and provided with toilet paper, waste receptacle and self-closing door.",Not Critical,11,A,6/5/2019,6/21/2019,Cycle Inspection / Re-inspection
50071470,PRIMA PIZZA,BRONX,977,E 233RD ST,10466,3473266165,Pizza,6/15/2019,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,7,A,6/15/2019,6/21/2019,Cycle Inspection / Re-inspection
50071470,PRIMA PIZZA,BRONX,977,E 233RD ST,10466,3473266165,Pizza,6/15/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,7,A,6/15/2019,6/21/2019,Cycle Inspection / Re-inspection
50071542,NEW MAURICE DELI,QUEENS,5904,55TH DR,11378,6462699959,Delicatessen,6/4/2019,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,7,A,6/4/2019,6/21/2019,Cycle Inspection / Re-inspection
50071542,NEW MAURICE DELI,QUEENS,5904,55TH DR,11378,6462699959,Delicatessen,6/4/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,7,A,6/4/2019,6/21/2019,Cycle Inspection / Re-inspection
50071636,PERI PERI,BROOKLYN,235,MALCOLM X BLVD,11233,9179668614,Portuguese,6/11/2019,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,10,A,6/11/2019,6/21/2019,Cycle Inspection / Re-inspection
50071636,PERI PERI,BROOKLYN,235,MALCOLM X BLVD,11233,9179668614,Portuguese,6/11/2019,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,10,A,6/11/2019,6/21/2019,Cycle Inspection / Re-inspection
50071662,BIG AL'S CHICAGO STYLE PIZZA,STATEN ISLAND,4069,HYLAN BLVD,10308,7183568446,Pizza/Italian,6/11/2019,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,7,A,6/11/2019,6/21/2019,Cycle Inspection / Initial Inspection
50071662,BIG AL'S CHICAGO STYLE PIZZA,STATEN ISLAND,4069,HYLAN BLVD,10308,7183568446,Pizza/Italian,6/11/2019,Violations were cited in the following area(s).,09C,Food contact surface not properly maintained.,Not Critical,7,A,6/11/2019,6/21/2019,Cycle Inspection / Initial Inspection
50071726,PEPO'S PIZZA,MANHATTAN,1522,AMSTERDAM AVE,10031,6465412973,Pizza,6/14/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,4,A,6/14/2019,6/21/2019,Cycle Inspection / Re-inspection
50071756,DIVINA Pharmacy JUICE BAR,QUEENS,8513,NORTHERN BLVD,11372,7184570193,"Juice, Smoothies, Fruit Salads",6/7/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,2,A,6/7/2019,6/21/2019,Cycle Inspection / Re-inspection
50071767,FAIRFIELD INN AND SUITES,MANHATTAN,100,GREENWICH ST,10006,9174090800,American,6/5/2019,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,7,A,6/5/2019,6/21/2019,Cycle Inspection / Initial Inspection
50071767,FAIRFIELD INN AND SUITES,MANHATTAN,100,GREENWICH ST,10006,9174090800,American,6/5/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,7,A,6/5/2019,6/21/2019,Cycle Inspection / Initial Inspection
50071925,Mama Lupita's Bistro,BROOKLYN,904,4TH AVE,11232,9179090522,Mexican,6/18/2019,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,7,A,6/18/2019,6/21/2019,Cycle Inspection / Initial Inspection
50071925,Mama Lupita's Bistro,BROOKLYN,904,4TH AVE,11232,9179090522,Mexican,6/18/2019,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,7,A,6/18/2019,6/21/2019,Cycle Inspection / Initial Inspection
50071946,EL DIAMANTE INTERNACIONAL CAFE,BROOKLYN,4604,3RD AVE,11220,9293373137,Spanish,6/10/2019,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,12,A,6/10/2019,6/21/2019,Cycle Inspection / Re-inspection
50071946,EL DIAMANTE INTERNACIONAL CAFE,BROOKLYN,4604,3RD AVE,11220,9293373137,Spanish,6/10/2019,Violations were cited in the following area(s).,10I,"Single service item reused, improperly stored, dispensed; not used when required.",Not Critical,12,A,6/10/2019,6/21/2019,Cycle Inspection / Re-inspection
50071972,BURGER KING,MANHATTAN,200,E 125TH ST,10035,9172617611,Sandwiches,6/7/2019,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,8,A,6/7/2019,6/21/2019,Cycle Inspection / Initial Inspection
50071972,BURGER KING,MANHATTAN,200,E 125TH ST,10035,9172617611,Sandwiches,6/7/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,8,A,6/7/2019,6/21/2019,Cycle Inspection / Initial Inspection
50072006,PATSY'S PIZZERIA OF BAY RIDGE,BROOKLYN,8814,3RD AVE,11209,7187453003,Pizza/Italian,6/12/2019,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,13,A,6/12/2019,6/21/2019,Cycle Inspection / Initial Inspection
50072006,PATSY'S PIZZERIA OF BAY RIDGE,BROOKLYN,8814,3RD AVE,11209,7187453003,Pizza/Italian,6/12/2019,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,13,A,6/12/2019,6/21/2019,Cycle Inspection / Initial Inspection
50072006,PATSY'S PIZZERIA OF BAY RIDGE,BROOKLYN,8814,3RD AVE,11209,7187453003,Pizza/Italian,6/12/2019,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,13,A,6/12/2019,6/21/2019,Cycle Inspection / Initial Inspection
50072114,PIZZA CACHAPAS,BRONX,59,W 170TH ST,10452,9177102826,Pizza/Italian,6/13/2019,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,22,Z,6/13/2019,6/21/2019,Cycle Inspection / Re-inspection
50072114,PIZZA CACHAPAS,BRONX,59,W 170TH ST,10452,9177102826,Pizza/Italian,6/13/2019,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,22,Z,6/13/2019,6/21/2019,Cycle Inspection / Re-inspection
50072114,PIZZA CACHAPAS,BRONX,59,W 170TH ST,10452,9177102826,Pizza/Italian,6/13/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,22,Z,6/13/2019,6/21/2019,Cycle Inspection / Re-inspection
50072114,PIZZA CACHAPAS,BRONX,59,W 170TH ST,10452,9177102826,Pizza/Italian,6/13/2019,Violations were cited in the following area(s).,10I,"Single service item reused, improperly stored, dispensed; not used when required.",Not Critical,22,Z,6/13/2019,6/21/2019,Cycle Inspection / Re-inspection
50072190,PIER 69 MARKET,BROOKLYN,10,BAY RIDGE AVE,11220,9174962555,Soups & Sandwiches,6/12/2019,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,10,A,6/12/2019,6/21/2019,Cycle Inspection / Re-inspection
50072190,PIER 69 MARKET,BROOKLYN,10,BAY RIDGE AVE,11220,9174962555,Soups & Sandwiches,6/12/2019,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,10,A,6/12/2019,6/21/2019,Cycle Inspection / Re-inspection
50072202,GOLDEN RICH,BROOKLYN,4001,8TH AVE,11232,7185082993,Asian,6/10/2019,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,11,A,6/10/2019,6/21/2019,Cycle Inspection / Re-inspection
50072202,GOLDEN RICH,BROOKLYN,4001,8TH AVE,11232,7185082993,Asian,6/10/2019,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,11,A,6/10/2019,6/21/2019,Cycle Inspection / Re-inspection
