CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE,address_full
50059181,NEW HOUSE GARDEN RESTAURANT,BROOKLYN,2102,AVENUE X,11235.0,7183681219,Chinese,6/17/2019,Violations were cited in the following area(s).,09C,Food contact surface not properly maintained.,Not Critical,4,A,6/17/2019,6/21/2019,Cycle Inspection / Initial Inspection,2102 AVENUE X 11235.0
50059181,NEW HOUSE GARDEN RESTAURANT,BROOKLYN,2102,AVENUE X,11235.0,7183681219,Chinese,6/17/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,4,A,6/17/2019,6/21/2019,Cycle Inspection / Initial Inspection,2102 AVENUE X 11235.0
50059268,CAKE BOI,BROOKLYN,627,THROOP AVE,11216.0,7185130595,Bakery,6/11/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,5,A,6/11/2019,6/21/2019,Cycle Inspection / Initial Inspection,627 THROOP AVE 11216.0
50059271,EMPELLON,MANHATTAN,510,MADISON AVE,10022.0,2128589365,Mexican,6/17/2019,Violations were cited in the following area(s).,09B,Thawing procedures improper.,Not Critical,4,A,6/17/2019,6/21/2019,Cycle Inspection / Re-inspection,510 MADISON AVE 10022.0
50059271,EMPELLON,MANHATTAN,510,MADISON AVE,10022.0,2128589365,Mexican,6/17/2019,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,4,A,6/17/2019,6/21/2019,Cycle Inspection / Re-inspection,510 MADISON AVE 10022.0
50059314,JOE'S STEAM RICE ROLL,QUEENS,13621,ROOSEVELT AVE,11354.0,3473796961,Chinese,6/5/2019,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,10,A,6/5/2019,6/21/2019,Cycle Inspection / Re-inspection,13621 ROOSEVELT AVE 11354.0
50059314,JOE'S STEAM RICE ROLL,QUEENS,13621,ROOSEVELT AVE,11354.0,3473796961,Chinese,6/5/2019,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,10,A,6/5/2019,6/21/2019,Cycle Inspection / Re-inspection,13621 ROOSEVELT AVE 11354.0
50059360,WENDY'S RESTAURANT #108,STATEN ISLAND,25,PUTNAM STREET,10312.0,7185247817,Hamburgers,6/4/2019,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Critical,6,A,6/4/2019,6/21/2019,Cycle Inspection / Initial Inspection,25 PUTNAM STREET 10312.0
50059371,MOTEL MORRIS,MANHATTAN,132,7TH AVE,10011.0,5164579749,American,6/17/2019,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,20,Z,6/17/2019,6/21/2019,Cycle Inspection / Re-inspection,132 7TH AVE 10011.0
50059371,MOTEL MORRIS,MANHATTAN,132,7TH AVE,10011.0,5164579749,American,6/17/2019,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,20,Z,6/17/2019,6/21/2019,Cycle Inspection / Re-inspection,132 7TH AVE 10011.0
50059371,MOTEL MORRIS,MANHATTAN,132,7TH AVE,10011.0,5164579749,American,6/17/2019,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,20,Z,6/17/2019,6/21/2019,Cycle Inspection / Re-inspection,132 7TH AVE 10011.0
50059371,MOTEL MORRIS,MANHATTAN,132,7TH AVE,10011.0,5164579749,American,6/17/2019,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,20,Z,6/17/2019,6/21/2019,Cycle Inspection / Re-inspection,132 7TH AVE 10011.0
50059389,MI BELLA CHOLULITA MEXICAN RESTAURANT,BROOKLYN,1386,DEKALB AVE,11221.0,7186846833,Spanish,6/4/2019,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,12,A,6/4/2019,6/21/2019,Cycle Inspection / Re-inspection,1386 DEKALB AVE 11221.0
50059389,MI BELLA CHOLULITA MEXICAN RESTAURANT,BROOKLYN,1386,DEKALB AVE,11221.0,7186846833,Spanish,6/4/2019,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,12,A,6/4/2019,6/21/2019,Cycle Inspection / Re-inspection,1386 DEKALB AVE 11221.0
50059419,MANHATTAN BEACH CATERING,BROOKLYN,60,W END AVE,11235.0,7189754880,Jewish/Kosher,6/3/2019,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,11,A,6/3/2019,6/21/2019,Cycle Inspection / Initial Inspection,60 W END AVE 11235.0
50059419,MANHATTAN BEACH CATERING,BROOKLYN,60,W END AVE,11235.0,7189754880,Jewish/Kosher,6/3/2019,Violations were cited in the following area(s).,10A,"Toilet facility not maintained and provided with toilet paper, waste receptacle and self-closing door.",Not Critical,11,A,6/3/2019,6/21/2019,Cycle Inspection / Initial Inspection,60 W END AVE 11235.0
50059419,MANHATTAN BEACH CATERING,BROOKLYN,60,W END AVE,11235.0,7189754880,Jewish/Kosher,6/3/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,11,A,6/3/2019,6/21/2019,Cycle Inspection / Initial Inspection,60 W END AVE 11235.0
50059484,EL BURRO MEXICAN GRILL,BROOKLYN,324,SUYDAM ST,11237.0,7184174328,Mexican,6/13/2019,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,5,A,6/13/2019,6/21/2019,Cycle Inspection / Initial Inspection,324 SUYDAM ST 11237.0
50059484,EL BURRO MEXICAN GRILL,BROOKLYN,324,SUYDAM ST,11237.0,7184174328,Mexican,6/13/2019,Violations were cited in the following area(s).,22G,,Not Applicable,5,A,6/13/2019,6/21/2019,Cycle Inspection / Initial Inspection,324 SUYDAM ST 11237.0
50059601,CAFE MORNING OF NY,QUEENS,15814,NORTHERN BLVD,11358.0,9172852072,CafÃ©/Coffee/Tea,6/12/2019,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,12,A,6/12/2019,6/21/2019,Cycle Inspection / Re-inspection,15814 NORTHERN BLVD 11358.0
50059601,CAFE MORNING OF NY,QUEENS,15814,NORTHERN BLVD,11358.0,9172852072,CafÃ©/Coffee/Tea,6/12/2019,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,12,A,6/12/2019,6/21/2019,Cycle Inspection / Re-inspection,15814 NORTHERN BLVD 11358.0
50059601,CAFE MORNING OF NY,QUEENS,15814,NORTHERN BLVD,11358.0,9172852072,CafÃ©/Coffee/Tea,6/12/2019,Violations were cited in the following area(s).,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,Not Critical,12,A,6/12/2019,6/21/2019,Cycle Inspection / Re-inspection,15814 NORTHERN BLVD 11358.0
50059660,NEW CHU'S GOURMET,BROOKLYN,82,LIVINGSTON ST,11201.0,7182608870,Chinese,6/13/2019,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,2,A,6/13/2019,6/21/2019,Cycle Inspection / Re-inspection,82 LIVINGSTON ST 11201.0
50059901,NEW YORK STOCK EXCHANGE EXECUTIVE SERVICES,MANHATTAN,11,WALL ST,10005.0,2126563815,American,6/7/2019,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,8,A,6/7/2019,6/21/2019,Cycle Inspection / Initial Inspection,11 WALL ST 10005.0
50059901,NEW YORK STOCK EXCHANGE EXECUTIVE SERVICES,MANHATTAN,11,WALL ST,10005.0,2126563815,American,6/7/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,8,A,6/7/2019,6/21/2019,Cycle Inspection / Initial Inspection,11 WALL ST 10005.0
50059916,CHUMLEY'S,MANHATTAN,86,BEDFORD ST,10014.0,2126752081,American,6/18/2019,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,12,A,6/18/2019,6/21/2019,Cycle Inspection / Initial Inspection,86 BEDFORD ST 10014.0
50059916,CHUMLEY'S,MANHATTAN,86,BEDFORD ST,10014.0,2126752081,American,6/18/2019,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,12,A,6/18/2019,6/21/2019,Cycle Inspection / Initial Inspection,86 BEDFORD ST 10014.0
50059916,CHUMLEY'S,MANHATTAN,86,BEDFORD ST,10014.0,2126752081,American,6/18/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12,A,6/18/2019,6/21/2019,Cycle Inspection / Initial Inspection,86 BEDFORD ST 10014.0
50059980,OSCAR WILDE'S,MANHATTAN,45,W 27TH ST,10001.0,2122133066,American,6/13/2019,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,12,A,6/13/2019,6/21/2019,Cycle Inspection / Re-inspection,45 W 27TH ST 10001.0
50059980,OSCAR WILDE'S,MANHATTAN,45,W 27TH ST,10001.0,2122133066,American,6/13/2019,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,12,A,6/13/2019,6/21/2019,Cycle Inspection / Re-inspection,45 W 27TH ST 10001.0
50060014,AMPLE HILLS CREAMERY,MANHATTAN,600,11TH AVE,10036.0,2125829354,"Ice Cream, Gelato, Yogurt, Ices",6/5/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,2,A,6/5/2019,6/21/2019,Cycle Inspection / Initial Inspection,600 11TH AVE 10036.0
50060083,THE HUDSON BAR ROOM,MANHATTAN,444,10TH AVE,10001.0,6469525980,American,6/6/2019,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,5,A,6/6/2019,6/21/2019,Cycle Inspection / Initial Inspection,444 10TH AVE 10001.0
50060084,NOODLE VILLAGE,MANHATTAN,13,MOTT ST,10013.0,2122330788,Chinese,6/17/2019,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,43,Z,6/17/2019,6/21/2019,Cycle Inspection / Re-inspection,13 MOTT ST 10013.0
50060084,NOODLE VILLAGE,MANHATTAN,13,MOTT ST,10013.0,2122330788,Chinese,6/17/2019,Violations were cited in the following area(s).,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140Âº F to 70Âº F or less within 2 hours, and from 70Âº F to 41Âº F or less within 4 additional hours.",Critical,43,Z,6/17/2019,6/21/2019,Cycle Inspection / Re-inspection,13 MOTT ST 10013.0
50060084,NOODLE VILLAGE,MANHATTAN,13,MOTT ST,10013.0,2122330788,Chinese,6/17/2019,Violations were cited in the following area(s).,04K,Evidence of rats or live rats present in facility's food and/or non-food areas.,Critical,43,Z,6/17/2019,6/21/2019,Cycle Inspection / Re-inspection,13 MOTT ST 10013.0
50060084,NOODLE VILLAGE,MANHATTAN,13,MOTT ST,10013.0,2122330788,Chinese,6/17/2019,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,43,Z,6/17/2019,6/21/2019,Cycle Inspection / Re-inspection,13 MOTT ST 10013.0
50060084,NOODLE VILLAGE,MANHATTAN,13,MOTT ST,10013.0,2122330788,Chinese,6/17/2019,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,43,Z,6/17/2019,6/21/2019,Cycle Inspection / Re-inspection,13 MOTT ST 10013.0
50060084,NOODLE VILLAGE,MANHATTAN,13,MOTT ST,10013.0,2122330788,Chinese,6/17/2019,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,43,Z,6/17/2019,6/21/2019,Cycle Inspection / Re-inspection,13 MOTT ST 10013.0
50060084,NOODLE VILLAGE,MANHATTAN,13,MOTT ST,10013.0,2122330788,Chinese,6/17/2019,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,43,Z,6/17/2019,6/21/2019,Cycle Inspection / Re-inspection,13 MOTT ST 10013.0
50060084,NOODLE VILLAGE,MANHATTAN,13,MOTT ST,10013.0,2122330788,Chinese,6/17/2019,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,43,Z,6/17/2019,6/21/2019,Cycle Inspection / Re-inspection,13 MOTT ST 10013.0
